date,series_id,value,series_description,frequency,frequency_description,units,units_description,project
2010-05-15,ICSA,474000,Initial Claims,w,weekly,lin,level,dashboard
2010-05-22,ICSA,463000,Initial Claims,w,weekly,lin,level,dashboard
2010-05-29,ICSA,458000,Initial Claims,w,weekly,lin,level,dashboard
2010-06-05,ICSA,459000,Initial Claims,w,weekly,lin,level,dashboard
2010-06-12,ICSA,467000,Initial Claims,w,weekly,lin,level,dashboard
2010-06-19,ICSA,452000,Initial Claims,w,weekly,lin,level,dashboard
2010-06-26,ICSA,464000,Initial Claims,w,weekly,lin,level,dashboard
2010-07-03,ICSA,454000,Initial Claims,w,weekly,lin,level,dashboard
2010-07-10,ICSA,439000,Initial Claims,w,weekly,lin,level,dashboard
2010-07-17,ICSA,462000,Initial Claims,w,weekly,lin,level,dashboard
2010-07-24,ICSA,465000,Initial Claims,w,weekly,lin,level,dashboard
2010-07-31,ICSA,476000,Initial Claims,w,weekly,lin,level,dashboard
2010-08-07,ICSA,483000,Initial Claims,w,weekly,lin,level,dashboard
2010-08-14,ICSA,486000,Initial Claims,w,weekly,lin,level,dashboard
2010-08-21,ICSA,464000,Initial Claims,w,weekly,lin,level,dashboard
2010-08-28,ICSA,467000,Initial Claims,w,weekly,lin,level,dashboard
2010-09-04,ICSA,452000,Initial Claims,w,weekly,lin,level,dashboard
2010-09-11,ICSA,444000,Initial Claims,w,weekly,lin,level,dashboard
2010-09-18,ICSA,459000,Initial Claims,w,weekly,lin,level,dashboard
2010-09-25,ICSA,459000,Initial Claims,w,weekly,lin,level,dashboard
2010-10-02,ICSA,446000,Initial Claims,w,weekly,lin,level,dashboard
2010-10-09,ICSA,459000,Initial Claims,w,weekly,lin,level,dashboard
2010-10-16,ICSA,444000,Initial Claims,w,weekly,lin,level,dashboard
2010-10-23,ICSA,432000,Initial Claims,w,weekly,lin,level,dashboard
2010-10-30,ICSA,453000,Initial Claims,w,weekly,lin,level,dashboard
2010-11-06,ICSA,434000,Initial Claims,w,weekly,lin,level,dashboard
2010-11-13,ICSA,432000,Initial Claims,w,weekly,lin,level,dashboard
2010-11-20,ICSA,407000,Initial Claims,w,weekly,lin,level,dashboard
2010-11-27,ICSA,432000,Initial Claims,w,weekly,lin,level,dashboard
2010-12-04,ICSA,428000,Initial Claims,w,weekly,lin,level,dashboard
2010-12-11,ICSA,425000,Initial Claims,w,weekly,lin,level,dashboard
2010-12-18,ICSA,424000,Initial Claims,w,weekly,lin,level,dashboard
2010-12-25,ICSA,404000,Initial Claims,w,weekly,lin,level,dashboard
2011-01-01,ICSA,413000,Initial Claims,w,weekly,lin,level,dashboard
2011-01-08,ICSA,434000,Initial Claims,w,weekly,lin,level,dashboard
2011-01-15,ICSA,421000,Initial Claims,w,weekly,lin,level,dashboard
2011-01-22,ICSA,446000,Initial Claims,w,weekly,lin,level,dashboard
2011-01-29,ICSA,420000,Initial Claims,w,weekly,lin,level,dashboard
2011-02-05,ICSA,402000,Initial Claims,w,weekly,lin,level,dashboard
2011-02-12,ICSA,425000,Initial Claims,w,weekly,lin,level,dashboard
2011-02-19,ICSA,394000,Initial Claims,w,weekly,lin,level,dashboard
2011-02-26,ICSA,385000,Initial Claims,w,weekly,lin,level,dashboard
2011-03-05,ICSA,414000,Initial Claims,w,weekly,lin,level,dashboard
2011-03-12,ICSA,404000,Initial Claims,w,weekly,lin,level,dashboard
2011-03-19,ICSA,407000,Initial Claims,w,weekly,lin,level,dashboard
2011-03-26,ICSA,399000,Initial Claims,w,weekly,lin,level,dashboard
2011-04-02,ICSA,395000,Initial Claims,w,weekly,lin,level,dashboard
2011-04-09,ICSA,416000,Initial Claims,w,weekly,lin,level,dashboard
2011-04-16,ICSA,402000,Initial Claims,w,weekly,lin,level,dashboard
2011-04-23,ICSA,422000,Initial Claims,w,weekly,lin,level,dashboard
2011-04-30,ICSA,468000,Initial Claims,w,weekly,lin,level,dashboard
2011-05-07,ICSA,435000,Initial Claims,w,weekly,lin,level,dashboard
2011-05-14,ICSA,414000,Initial Claims,w,weekly,lin,level,dashboard
2011-05-21,ICSA,423000,Initial Claims,w,weekly,lin,level,dashboard
2011-05-28,ICSA,418000,Initial Claims,w,weekly,lin,level,dashboard
2011-06-04,ICSA,423000,Initial Claims,w,weekly,lin,level,dashboard
2011-06-11,ICSA,413000,Initial Claims,w,weekly,lin,level,dashboard
2011-06-18,ICSA,416000,Initial Claims,w,weekly,lin,level,dashboard
2011-06-25,ICSA,421000,Initial Claims,w,weekly,lin,level,dashboard
2011-07-02,ICSA,418000,Initial Claims,w,weekly,lin,level,dashboard
2011-07-09,ICSA,408000,Initial Claims,w,weekly,lin,level,dashboard
2011-07-16,ICSA,420000,Initial Claims,w,weekly,lin,level,dashboard
2011-07-23,ICSA,411000,Initial Claims,w,weekly,lin,level,dashboard
2011-07-30,ICSA,406000,Initial Claims,w,weekly,lin,level,dashboard
2011-08-06,ICSA,405000,Initial Claims,w,weekly,lin,level,dashboard
2011-08-13,ICSA,409000,Initial Claims,w,weekly,lin,level,dashboard
2011-08-20,ICSA,415000,Initial Claims,w,weekly,lin,level,dashboard
2011-08-27,ICSA,409000,Initial Claims,w,weekly,lin,level,dashboard
2011-09-03,ICSA,414000,Initial Claims,w,weekly,lin,level,dashboard
2011-09-10,ICSA,429000,Initial Claims,w,weekly,lin,level,dashboard
2011-09-17,ICSA,422000,Initial Claims,w,weekly,lin,level,dashboard
2011-09-24,ICSA,406000,Initial Claims,w,weekly,lin,level,dashboard
2011-10-01,ICSA,405000,Initial Claims,w,weekly,lin,level,dashboard
2011-10-08,ICSA,410000,Initial Claims,w,weekly,lin,level,dashboard
2011-10-15,ICSA,395000,Initial Claims,w,weekly,lin,level,dashboard
2011-10-22,ICSA,403000,Initial Claims,w,weekly,lin,level,dashboard
2011-10-29,ICSA,399000,Initial Claims,w,weekly,lin,level,dashboard
2011-11-05,ICSA,392000,Initial Claims,w,weekly,lin,level,dashboard
2011-11-12,ICSA,383000,Initial Claims,w,weekly,lin,level,dashboard
2011-11-19,ICSA,385000,Initial Claims,w,weekly,lin,level,dashboard
2011-11-26,ICSA,397000,Initial Claims,w,weekly,lin,level,dashboard
2011-12-03,ICSA,387000,Initial Claims,w,weekly,lin,level,dashboard
2011-12-10,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2011-12-17,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2011-12-24,ICSA,386000,Initial Claims,w,weekly,lin,level,dashboard
2011-12-31,ICSA,376000,Initial Claims,w,weekly,lin,level,dashboard
2012-01-07,ICSA,391000,Initial Claims,w,weekly,lin,level,dashboard
2012-01-14,ICSA,367000,Initial Claims,w,weekly,lin,level,dashboard
2012-01-21,ICSA,381000,Initial Claims,w,weekly,lin,level,dashboard
2012-01-28,ICSA,372000,Initial Claims,w,weekly,lin,level,dashboard
2012-02-04,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2012-02-11,ICSA,361000,Initial Claims,w,weekly,lin,level,dashboard
2012-02-18,ICSA,359000,Initial Claims,w,weekly,lin,level,dashboard
2012-02-25,ICSA,365000,Initial Claims,w,weekly,lin,level,dashboard
2012-03-03,ICSA,375000,Initial Claims,w,weekly,lin,level,dashboard
2012-03-10,ICSA,369000,Initial Claims,w,weekly,lin,level,dashboard
2012-03-17,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2012-03-24,ICSA,363000,Initial Claims,w,weekly,lin,level,dashboard
2012-03-31,ICSA,358000,Initial Claims,w,weekly,lin,level,dashboard
2012-04-07,ICSA,387000,Initial Claims,w,weekly,lin,level,dashboard
2012-04-14,ICSA,381000,Initial Claims,w,weekly,lin,level,dashboard
2012-04-21,ICSA,387000,Initial Claims,w,weekly,lin,level,dashboard
2012-04-28,ICSA,372000,Initial Claims,w,weekly,lin,level,dashboard
2012-05-05,ICSA,373000,Initial Claims,w,weekly,lin,level,dashboard
2012-05-12,ICSA,369000,Initial Claims,w,weekly,lin,level,dashboard
2012-05-19,ICSA,371000,Initial Claims,w,weekly,lin,level,dashboard
2012-05-26,ICSA,381000,Initial Claims,w,weekly,lin,level,dashboard
2012-06-02,ICSA,377000,Initial Claims,w,weekly,lin,level,dashboard
2012-06-09,ICSA,383000,Initial Claims,w,weekly,lin,level,dashboard
2012-06-16,ICSA,384000,Initial Claims,w,weekly,lin,level,dashboard
2012-06-23,ICSA,380000,Initial Claims,w,weekly,lin,level,dashboard
2012-06-30,ICSA,372000,Initial Claims,w,weekly,lin,level,dashboard
2012-07-07,ICSA,360000,Initial Claims,w,weekly,lin,level,dashboard
2012-07-14,ICSA,390000,Initial Claims,w,weekly,lin,level,dashboard
2012-07-21,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2012-07-28,ICSA,372000,Initial Claims,w,weekly,lin,level,dashboard
2012-08-04,ICSA,371000,Initial Claims,w,weekly,lin,level,dashboard
2012-08-11,ICSA,369000,Initial Claims,w,weekly,lin,level,dashboard
2012-08-18,ICSA,376000,Initial Claims,w,weekly,lin,level,dashboard
2012-08-25,ICSA,377000,Initial Claims,w,weekly,lin,level,dashboard
2012-09-01,ICSA,371000,Initial Claims,w,weekly,lin,level,dashboard
2012-09-08,ICSA,393000,Initial Claims,w,weekly,lin,level,dashboard
2012-09-15,ICSA,392000,Initial Claims,w,weekly,lin,level,dashboard
2012-09-22,ICSA,377000,Initial Claims,w,weekly,lin,level,dashboard
2012-09-29,ICSA,376000,Initial Claims,w,weekly,lin,level,dashboard
2012-10-06,ICSA,350000,Initial Claims,w,weekly,lin,level,dashboard
2012-10-13,ICSA,386000,Initial Claims,w,weekly,lin,level,dashboard
2012-10-20,ICSA,374000,Initial Claims,w,weekly,lin,level,dashboard
2012-10-27,ICSA,364000,Initial Claims,w,weekly,lin,level,dashboard
2012-11-03,ICSA,365000,Initial Claims,w,weekly,lin,level,dashboard
2012-11-10,ICSA,446000,Initial Claims,w,weekly,lin,level,dashboard
2012-11-17,ICSA,406000,Initial Claims,w,weekly,lin,level,dashboard
2012-11-24,ICSA,388000,Initial Claims,w,weekly,lin,level,dashboard
2012-12-01,ICSA,375000,Initial Claims,w,weekly,lin,level,dashboard
2012-12-08,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2012-12-15,ICSA,356000,Initial Claims,w,weekly,lin,level,dashboard
2012-12-22,ICSA,362000,Initial Claims,w,weekly,lin,level,dashboard
2012-12-29,ICSA,362000,Initial Claims,w,weekly,lin,level,dashboard
2013-01-05,ICSA,363000,Initial Claims,w,weekly,lin,level,dashboard
2013-01-12,ICSA,344000,Initial Claims,w,weekly,lin,level,dashboard
2013-01-19,ICSA,339000,Initial Claims,w,weekly,lin,level,dashboard
2013-01-26,ICSA,366000,Initial Claims,w,weekly,lin,level,dashboard
2013-02-02,ICSA,361000,Initial Claims,w,weekly,lin,level,dashboard
2013-02-09,ICSA,347000,Initial Claims,w,weekly,lin,level,dashboard
2013-02-16,ICSA,362000,Initial Claims,w,weekly,lin,level,dashboard
2013-02-23,ICSA,342000,Initial Claims,w,weekly,lin,level,dashboard
2013-03-02,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2013-03-09,ICSA,343000,Initial Claims,w,weekly,lin,level,dashboard
2013-03-16,ICSA,343000,Initial Claims,w,weekly,lin,level,dashboard
2013-03-23,ICSA,358000,Initial Claims,w,weekly,lin,level,dashboard
2013-03-30,ICSA,375000,Initial Claims,w,weekly,lin,level,dashboard
2013-04-06,ICSA,359000,Initial Claims,w,weekly,lin,level,dashboard
2013-04-13,ICSA,356000,Initial Claims,w,weekly,lin,level,dashboard
2013-04-20,ICSA,343000,Initial Claims,w,weekly,lin,level,dashboard
2013-04-27,ICSA,331000,Initial Claims,w,weekly,lin,level,dashboard
2013-05-04,ICSA,335000,Initial Claims,w,weekly,lin,level,dashboard
2013-05-11,ICSA,360000,Initial Claims,w,weekly,lin,level,dashboard
2013-05-18,ICSA,343000,Initial Claims,w,weekly,lin,level,dashboard
2013-05-25,ICSA,353000,Initial Claims,w,weekly,lin,level,dashboard
2013-06-01,ICSA,346000,Initial Claims,w,weekly,lin,level,dashboard
2013-06-08,ICSA,337000,Initial Claims,w,weekly,lin,level,dashboard
2013-06-15,ICSA,353000,Initial Claims,w,weekly,lin,level,dashboard
2013-06-22,ICSA,347000,Initial Claims,w,weekly,lin,level,dashboard
2013-06-29,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2013-07-06,ICSA,351000,Initial Claims,w,weekly,lin,level,dashboard
2013-07-13,ICSA,344000,Initial Claims,w,weekly,lin,level,dashboard
2013-07-20,ICSA,355000,Initial Claims,w,weekly,lin,level,dashboard
2013-07-27,ICSA,334000,Initial Claims,w,weekly,lin,level,dashboard
2013-08-03,ICSA,339000,Initial Claims,w,weekly,lin,level,dashboard
2013-08-10,ICSA,327000,Initial Claims,w,weekly,lin,level,dashboard
2013-08-17,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2013-08-24,ICSA,336000,Initial Claims,w,weekly,lin,level,dashboard
2013-08-31,ICSA,325000,Initial Claims,w,weekly,lin,level,dashboard
2013-09-07,ICSA,300000,Initial Claims,w,weekly,lin,level,dashboard
2013-09-14,ICSA,323000,Initial Claims,w,weekly,lin,level,dashboard
2013-09-21,ICSA,314000,Initial Claims,w,weekly,lin,level,dashboard
2013-09-28,ICSA,319000,Initial Claims,w,weekly,lin,level,dashboard
2013-10-05,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2013-10-12,ICSA,368000,Initial Claims,w,weekly,lin,level,dashboard
2013-10-19,ICSA,351000,Initial Claims,w,weekly,lin,level,dashboard
2013-10-26,ICSA,347000,Initial Claims,w,weekly,lin,level,dashboard
2013-11-02,ICSA,342000,Initial Claims,w,weekly,lin,level,dashboard
2013-11-09,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2013-11-16,ICSA,331000,Initial Claims,w,weekly,lin,level,dashboard
2013-11-23,ICSA,316000,Initial Claims,w,weekly,lin,level,dashboard
2013-11-30,ICSA,312000,Initial Claims,w,weekly,lin,level,dashboard
2013-12-07,ICSA,354000,Initial Claims,w,weekly,lin,level,dashboard
2013-12-14,ICSA,364000,Initial Claims,w,weekly,lin,level,dashboard
2013-12-21,ICSA,334000,Initial Claims,w,weekly,lin,level,dashboard
2013-12-28,ICSA,332000,Initial Claims,w,weekly,lin,level,dashboard
2014-01-04,ICSA,322000,Initial Claims,w,weekly,lin,level,dashboard
2014-01-11,ICSA,318000,Initial Claims,w,weekly,lin,level,dashboard
2014-01-18,ICSA,327000,Initial Claims,w,weekly,lin,level,dashboard
2014-01-25,ICSA,340000,Initial Claims,w,weekly,lin,level,dashboard
2014-02-01,ICSA,331000,Initial Claims,w,weekly,lin,level,dashboard
2014-02-08,ICSA,337000,Initial Claims,w,weekly,lin,level,dashboard
2014-02-15,ICSA,332000,Initial Claims,w,weekly,lin,level,dashboard
2014-02-22,ICSA,341000,Initial Claims,w,weekly,lin,level,dashboard
2014-03-01,ICSA,319000,Initial Claims,w,weekly,lin,level,dashboard
2014-03-08,ICSA,322000,Initial Claims,w,weekly,lin,level,dashboard
2014-03-15,ICSA,321000,Initial Claims,w,weekly,lin,level,dashboard
2014-03-22,ICSA,313000,Initial Claims,w,weekly,lin,level,dashboard
2014-03-29,ICSA,330000,Initial Claims,w,weekly,lin,level,dashboard
2014-04-05,ICSA,311000,Initial Claims,w,weekly,lin,level,dashboard
2014-04-12,ICSA,308000,Initial Claims,w,weekly,lin,level,dashboard
2014-04-19,ICSA,327000,Initial Claims,w,weekly,lin,level,dashboard
2014-04-26,ICSA,345000,Initial Claims,w,weekly,lin,level,dashboard
2014-05-03,ICSA,325000,Initial Claims,w,weekly,lin,level,dashboard
2014-05-10,ICSA,303000,Initial Claims,w,weekly,lin,level,dashboard
2014-05-17,ICSA,324000,Initial Claims,w,weekly,lin,level,dashboard
2014-05-24,ICSA,305000,Initial Claims,w,weekly,lin,level,dashboard
2014-05-31,ICSA,312000,Initial Claims,w,weekly,lin,level,dashboard
2014-06-07,ICSA,317000,Initial Claims,w,weekly,lin,level,dashboard
2014-06-14,ICSA,314000,Initial Claims,w,weekly,lin,level,dashboard
2014-06-21,ICSA,315000,Initial Claims,w,weekly,lin,level,dashboard
2014-06-28,ICSA,308000,Initial Claims,w,weekly,lin,level,dashboard
2014-07-05,ICSA,302000,Initial Claims,w,weekly,lin,level,dashboard
2014-07-12,ICSA,308000,Initial Claims,w,weekly,lin,level,dashboard
2014-07-19,ICSA,294000,Initial Claims,w,weekly,lin,level,dashboard
2014-07-26,ICSA,303000,Initial Claims,w,weekly,lin,level,dashboard
2014-08-02,ICSA,295000,Initial Claims,w,weekly,lin,level,dashboard
2014-08-09,ICSA,309000,Initial Claims,w,weekly,lin,level,dashboard
2014-08-16,ICSA,303000,Initial Claims,w,weekly,lin,level,dashboard
2014-08-23,ICSA,300000,Initial Claims,w,weekly,lin,level,dashboard
2014-08-30,ICSA,303000,Initial Claims,w,weekly,lin,level,dashboard
2014-09-06,ICSA,307000,Initial Claims,w,weekly,lin,level,dashboard
2014-09-13,ICSA,288000,Initial Claims,w,weekly,lin,level,dashboard
2014-09-20,ICSA,295000,Initial Claims,w,weekly,lin,level,dashboard
2014-09-27,ICSA,290000,Initial Claims,w,weekly,lin,level,dashboard
2014-10-04,ICSA,293000,Initial Claims,w,weekly,lin,level,dashboard
2014-10-11,ICSA,281000,Initial Claims,w,weekly,lin,level,dashboard
2014-10-18,ICSA,290000,Initial Claims,w,weekly,lin,level,dashboard
2014-10-25,ICSA,291000,Initial Claims,w,weekly,lin,level,dashboard
2014-11-01,ICSA,280000,Initial Claims,w,weekly,lin,level,dashboard
2014-11-08,ICSA,291000,Initial Claims,w,weekly,lin,level,dashboard
2014-11-15,ICSA,293000,Initial Claims,w,weekly,lin,level,dashboard
2014-11-22,ICSA,303000,Initial Claims,w,weekly,lin,level,dashboard
2014-11-29,ICSA,291000,Initial Claims,w,weekly,lin,level,dashboard
2014-12-06,ICSA,291000,Initial Claims,w,weekly,lin,level,dashboard
2014-12-13,ICSA,286000,Initial Claims,w,weekly,lin,level,dashboard
2014-12-20,ICSA,276000,Initial Claims,w,weekly,lin,level,dashboard
2014-12-27,ICSA,285000,Initial Claims,w,weekly,lin,level,dashboard
2015-01-03,ICSA,294000,Initial Claims,w,weekly,lin,level,dashboard
2015-01-10,ICSA,304000,Initial Claims,w,weekly,lin,level,dashboard
2015-01-17,ICSA,298000,Initial Claims,w,weekly,lin,level,dashboard
2015-01-24,ICSA,261000,Initial Claims,w,weekly,lin,level,dashboard
2015-01-31,ICSA,281000,Initial Claims,w,weekly,lin,level,dashboard
2015-02-07,ICSA,298000,Initial Claims,w,weekly,lin,level,dashboard
2015-02-14,ICSA,285000,Initial Claims,w,weekly,lin,level,dashboard
2015-02-21,ICSA,305000,Initial Claims,w,weekly,lin,level,dashboard
2015-02-28,ICSA,317000,Initial Claims,w,weekly,lin,level,dashboard
2015-03-07,ICSA,293000,Initial Claims,w,weekly,lin,level,dashboard
2015-03-14,ICSA,290000,Initial Claims,w,weekly,lin,level,dashboard
2015-03-21,ICSA,284000,Initial Claims,w,weekly,lin,level,dashboard
2015-03-28,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2015-04-04,ICSA,282000,Initial Claims,w,weekly,lin,level,dashboard
2015-04-11,ICSA,298000,Initial Claims,w,weekly,lin,level,dashboard
2015-04-18,ICSA,295000,Initial Claims,w,weekly,lin,level,dashboard
2015-04-25,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2015-05-02,ICSA,267000,Initial Claims,w,weekly,lin,level,dashboard
2015-05-09,ICSA,271000,Initial Claims,w,weekly,lin,level,dashboard
2015-05-16,ICSA,276000,Initial Claims,w,weekly,lin,level,dashboard
2015-05-23,ICSA,281000,Initial Claims,w,weekly,lin,level,dashboard
2015-05-30,ICSA,275000,Initial Claims,w,weekly,lin,level,dashboard
2015-06-06,ICSA,278000,Initial Claims,w,weekly,lin,level,dashboard
2015-06-13,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2015-06-20,ICSA,273000,Initial Claims,w,weekly,lin,level,dashboard
2015-06-27,ICSA,275000,Initial Claims,w,weekly,lin,level,dashboard
2015-07-04,ICSA,292000,Initial Claims,w,weekly,lin,level,dashboard
2015-07-11,ICSA,285000,Initial Claims,w,weekly,lin,level,dashboard
2015-07-18,ICSA,265000,Initial Claims,w,weekly,lin,level,dashboard
2015-07-25,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2015-08-01,ICSA,270000,Initial Claims,w,weekly,lin,level,dashboard
2015-08-08,ICSA,274000,Initial Claims,w,weekly,lin,level,dashboard
2015-08-15,ICSA,279000,Initial Claims,w,weekly,lin,level,dashboard
2015-08-22,ICSA,274000,Initial Claims,w,weekly,lin,level,dashboard
2015-08-29,ICSA,279000,Initial Claims,w,weekly,lin,level,dashboard
2015-09-05,ICSA,273000,Initial Claims,w,weekly,lin,level,dashboard
2015-09-12,ICSA,264000,Initial Claims,w,weekly,lin,level,dashboard
2015-09-19,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2015-09-26,ICSA,272000,Initial Claims,w,weekly,lin,level,dashboard
2015-10-03,ICSA,267000,Initial Claims,w,weekly,lin,level,dashboard
2015-10-10,ICSA,265000,Initial Claims,w,weekly,lin,level,dashboard
2015-10-17,ICSA,264000,Initial Claims,w,weekly,lin,level,dashboard
2015-10-24,ICSA,264000,Initial Claims,w,weekly,lin,level,dashboard
2015-10-31,ICSA,275000,Initial Claims,w,weekly,lin,level,dashboard
2015-11-07,ICSA,276000,Initial Claims,w,weekly,lin,level,dashboard
2015-11-14,ICSA,272000,Initial Claims,w,weekly,lin,level,dashboard
2015-11-21,ICSA,261000,Initial Claims,w,weekly,lin,level,dashboard
2015-11-28,ICSA,265000,Initial Claims,w,weekly,lin,level,dashboard
2015-12-05,ICSA,280000,Initial Claims,w,weekly,lin,level,dashboard
2015-12-12,ICSA,268000,Initial Claims,w,weekly,lin,level,dashboard
2015-12-19,ICSA,260000,Initial Claims,w,weekly,lin,level,dashboard
2015-12-26,ICSA,276000,Initial Claims,w,weekly,lin,level,dashboard
2016-01-02,ICSA,273000,Initial Claims,w,weekly,lin,level,dashboard
2016-01-09,ICSA,284000,Initial Claims,w,weekly,lin,level,dashboard
2016-01-16,ICSA,290000,Initial Claims,w,weekly,lin,level,dashboard
2016-01-23,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2016-01-30,ICSA,282000,Initial Claims,w,weekly,lin,level,dashboard
2016-02-06,ICSA,266000,Initial Claims,w,weekly,lin,level,dashboard
2016-02-13,ICSA,262000,Initial Claims,w,weekly,lin,level,dashboard
2016-02-20,ICSA,270000,Initial Claims,w,weekly,lin,level,dashboard
2016-02-27,ICSA,269000,Initial Claims,w,weekly,lin,level,dashboard
2016-03-05,ICSA,255000,Initial Claims,w,weekly,lin,level,dashboard
2016-03-12,ICSA,263000,Initial Claims,w,weekly,lin,level,dashboard
